"","accpt_id","state","county","totbeds","alzunit","profit","hospbase","restrain","acuindex2","avgage","pctchf","pcthyper","agg_female","pctvent_mds3","pctlowcfs","pctmidcfs","pcthighcfs","adj_rehosprate","fup_adj_rehosp"
"8848","335434","NY","081",120,"No","Yes","No",0,13.098,83.28,21.98,74.73,58.66,0,27.17,46.74,26.09,"0.1343",0.0812
"8850","335436","NY","081",226,"No","No","Yes",0,12.908,79.28,13.64,85.35,64.12,0,43.28,42.79,13.93,"0.1383",0.0934
"8851","335437","NY","029",160,"No","Yes","No",0.71,11.935,70.57,21.09,68.75,55.86,0,41.28,50.46,8.26,"0.1817",0.204
"8852","335438","NY","019",287,"No","Yes","No",0,12.399,85.63,18.52,66.14,63.34,0,29.69,54.17,16.15,".",0.1178
"8853","335439","NY","055",120,"Yes","Yes","No",0,11.268,69.67,14.43,68.04,32.76,0,43.3,42.27,14.43,".",0.2188
"8854","335440","NY","027",200,"Yes","Yes","No",0,12.945,84.38,24.26,84.02,62.38,0,32.54,48.52,18.93,"0.1957",0.1466
"8855","335441","NY","119",120,"No","Yes","No",0,12.494,83.2,15.84,65.35,57.8,0,37.5,50,12.5,"0.1848",0.1729
"8857","335445","NY","005",515,"No","Yes","No",2.03,13.031,67.99,14.65,82.54,37.46,4.79,49.56,42.18,8.26,"0.1071",0.1617
"8858","335446","NY","081",278,"No","Yes","No",0,13.156,78.86,12.08,84.58,52.08,0,31.25,52.08,16.67,"0.1402",0.133
"8859","335447","NY","119",120,"No","Yes","No",2.38,13.218,87.22,17.24,67.24,62.74,0,30,50,20,"0.1552",0.1626
"8862","335451","NY","111",280,"No","Yes","No",0,12.738,83.22,20.41,70.77,57.03,0,34.52,58.88,6.6,".",0.145
"8864","335454","NY","089",180,"Yes","No","No",1.2,12.94,81.58,18.24,76.35,60,0,31.08,60.14,8.78,".",0.1213
"8865","335455","NY","085",300,"Yes","No","No",0,13.092,85.43,21.46,81.23,58.3,0,35.88,50.38,13.74,"0.1601",0.1739
"8870","335461","NY","061",255,"No","No","No",0.45,13.913,78,11.94,80.6,59.62,0,28.22,60.89,10.89,"0.1602",0.1463
"8872","335464","NY","071",190,"Yes","No","No",0,12.655,82.9,29.45,84.66,59.19,0,28.05,64.02,7.93,"0.1234",0.1307
"8873","335465","NY","001",210,"No","No","No",0,12.687,87.05,16.93,86.77,71.75,0,25.79,63.16,11.05,".",0.1249
"8874","335466","NY","093",160,"No","Yes","No",0,12.307,89.36,23.19,74.64,68.82,0,17.02,75.18,7.8,".",0.0834
"8876","335468","NY","029",272,"No","No","No",0,12.411,87.34,21.4,76.54,68.04,0,27.05,56.15,16.8,".",0.1649
"8877","335470","NY","047",510,"No","Yes","No",0.2,13.514,82.94,23.19,88.89,56.39,0,33.49,46.27,20.24,"0.1753",0.1281
"8878","335471","NY","065",120,"No","Yes","No",0,10.999,76.23,22.99,81.61,43.66,0,26.14,61.36,12.5,".",0.2131
"8879","335472","NY","081",200,"No","Yes","No",0,11.384,77.59,15.24,81.1,47.43,0,34.55,56.36,9.09,".",0.1459
"8881","335475","NY","065",188,"No","No","No",0,13.273,83.39,30.47,78.91,65.31,0,30.4,47.2,22.4,"0.1181",0.1275
"8882","335476","NY","055",204,"Yes","No","No",0,12.085,89.09,27.17,74.46,67.65,0,21.62,61.08,17.3,".",0.0573
"8884","335480","NY","015",200,"No","No","No",0,13.782,84.56,22.1,71.27,59.89,0,28.65,58.99,12.36,".",0.1294
"8885","335481","NY","063",165,"No","Yes","No",1.48,11.569,76,25.98,89.76,59.03,0,40.16,33.07,26.77,".",0.1198
"8887","335483","NY","059",214,"Yes","Yes","No",11.68,12.462,81.84,20.11,76.57,51.81,0,28,49.14,22.86,".",0.1788
"8888","335484","NY","005",386,"No","Yes","No",0,12.227,79.79,21.01,83.33,61.24,0,34.55,54.18,11.27,"0.1810",0.1987
"8889","335485","NY","013",216,"No","Yes","No",0,12.789,85.05,19.9,71.43,61.75,0,26.02,52.04,21.94,"0.1825",0.1598
"8890","335486","NY","005",200,"No","Yes","No",0.51,12.733,76.05,10.64,67.55,56.25,0,5.32,82.45,12.23,".",0.231
"8891","335487","NY","103",250,"Yes","No","No",0,13.443,82.35,16.74,85.02,64.93,0,26.32,54.39,19.3,"0.2270",0.1802
"8892","335488","NY","055",200,"No","No","No",0,12.654,78.42,31.58,77.63,60.57,0,39.61,47.4,12.99,"0.2251",0.2347
"8893","335489","NY","075",120,"No","Yes","No",0,11.764,80.24,27.47,83.52,54.59,0,17.2,61.29,21.51,".",0.1072
"8895","335491","NY","061",514,"No","No","No",0,12.834,81.93,26.13,78.62,57.56,0,34.52,47.75,17.73,".",0.192
"8896","335493","NY","005",240,"No","Yes","No",1.33,15.058,75.24,17.7,78.47,53.8,11.48,39.71,36.84,23.44,"0.1795",0.1751
"8898","335495","NY","005",243,"No","Yes","No",1.28,14.912,73.07,17.31,67.79,58.16,18.75,24.02,52.45,23.53,"0.1437",0.1463
"8899","335497","NY","065",86,"No","No","No",1.47,12.097,86.28,16.67,81.36,71.58,0,30,48.33,21.67,"0.1910",0.1647
"8900","335498","NY","059",278,"No","Yes","No",0,13.817,80.28,12.66,70.46,52.74,0,36.44,44.07,19.49,"0.2476",0.2051
"8901","335500","NY","063",126,"No","Yes","No",0,13.446,86.26,33.66,89.11,67.61,0,30.69,58.42,10.89,".",0.1128
"8902","335502","NY","085",238,"No","Yes","No",1.77,12.822,79.63,10.48,80.48,59.64,0,39.05,53.33,7.62,".",0.1764
"8903","335503","NY","081",314,"No","Yes","No",3.3,13.676,73.49,15.38,80.59,39.84,0,28.31,57.35,14.34,".",0.1093
"8905","335505","NY","081",320,"No","Yes","No",0,13.032,77.14,13.24,83.09,38.75,0,26.64,55.11,18.25,"0.2110",0.2365
"8906","335506","NY","005",200,"No","Yes","No",0.51,13.234,76.52,15.48,84.52,50.83,0,16.57,69.23,14.2,"0.1388",0.1564
"8907","335507","NY","029",202,"No","Yes","No",2.72,12.35,80.86,25.6,65.48,63.54,0,32.92,60.25,6.83,".",0.1699
"8908","335508","NY","119",192,"No","Yes","No",0.55,12.356,83.3,19.23,69.87,63.98,0,38.71,47.74,13.55,"0.1784",0.1813
"8909","335510","NY","043",163,"No","No","No",0,12.33,83.77,14.84,70.31,59.86,0,27.34,43.75,28.91,".",0.1779
"8911","335513","NY","047",360,"No","Yes","No",0.3,13.132,79.9,22.33,83.5,59.28,0,30.42,56.96,12.62,".",0.1153
"8912","335514","NY","103",143,"No","Yes","No",6.1,12.533,82.7,30.86,85.19,70.18,0,23.75,56.25,20,"0.2326",0.1451
"8913","335515","NY","119",200,"No","No","Yes",0,13.214,76.54,17.31,82.05,52.44,0,23.08,50,26.92,"0.1427",0.1388
"8914","335516","NY","047",400,"No","Yes","No",0,13.293,82.91,14.53,88.32,58.43,0,28.98,64.49,6.53,"0.1750",0.1272
"8917","335520","NY","007",150,"Yes","No","No",2.24,12.455,85.5,24.8,73.6,67.42,0,22.66,64.06,13.28,".",0.1138
"8919","335522","NY","061",200,"No","Yes","No",0,13.635,84.39,13.45,81.87,57.9,0,31.76,42.35,25.88,"0.1868",0.1277
"8920","335523","NY","047",135,"No","No","No",0,13.624,86.63,19.09,76.36,65.51,0,33.64,49.09,17.27,"0.2195",0.1871
"8921","335524","NY","005",120,"No","No","No",0.92,13.59,84.05,17.98,71.91,66.51,0,32.58,51.69,15.73,"0.1742",0.156
"8922","335525","NY","083",80,"No","Yes","No",1.27,11.498,80.53,20,77.14,65.25,0,25.71,54.29,20,".",0.1131
"8925","335528","NY","019",89,"No","Yes","No",0,12.668,76.75,25,69.12,43.15,0,37.68,46.38,15.94,".",0.1221
"8926","335531","NY","081",400,"No","Yes","No",0.8,13.694,82.26,28.37,84.85,57.26,0,29.95,52.75,17.31,"0.1391",0.126
"8927","335532","NY","055",140,"No","Yes","No",0,11.752,88.3,26.09,61.74,74.6,0,17.24,64.66,18.1,".",0.1145
"8928","335533","NY","063",83,"No","Yes","No",0,11.228,76.97,25,86.76,54.92,0,38.24,38.24,23.53,".",0.1933
"8930","335537","NY","047",538,"No","No","Yes",3.29,15.258,70.16,17.74,82.8,57.44,6.08,42.44,28.38,29.18,".",0.1422
"8931","335538","NY","047",140,"No","No","No",1.74,13.076,77.41,8.47,87.39,51.39,8.4,30.51,43.22,26.27,"0.2164",0.1148
"8932","335539","NY","103",450,"Yes","No","No",0,13.293,82.51,21.73,85.62,60.77,0,39.17,49.04,11.78,"0.1563",0.14
"8934","335541","NY","065",320,"No","No","No",1.29,12.107,88,16.61,66.55,64.56,0,31.47,61.54,6.99,"0.1422",0.1466
"8935","335543","NY","057",120,"Yes","Yes","No",0.85,11.467,77.63,19.05,73.33,48.82,0,31.13,40.57,28.3,".",0.1204
"8936","335545","NY","047",270,"No","Yes","No",0,12.908,80.41,20.3,81.19,53.55,0,40.39,49.26,10.34,".",0.1543
"8937","335546","NY","065",242,"Yes","No","No",6.4,12.342,86.61,24.32,83.78,61.05,0,21.08,62.16,16.76,"0.1714",0.2038
"8938","335548","NY","067",82,"No","Yes","No",0,12.702,84.88,23.33,57.63,64.76,0,23.33,55,21.67,"0.1878",0.1935
"8939","335549","NY","113",80,"No","Yes","No",1.28,11.743,87.89,30.3,74.24,57.9,0,26.15,56.92,16.92,"0.2213",0.2056
"8941","335555","NY","059",606,"Yes","Yes","No",0.74,12.729,77.97,18.2,70.14,58.62,4.67,31.63,55.1,13.27,".",0.1267
"8943","335557","NY","005",213,"No","Yes","No",0,12.92,81.62,22.46,84.49,70.46,0,30.32,56.91,12.77,"0.2574",0.1597
"8944","335558","NY","047",200,"No","Yes","No",0,12.76,82.12,21.76,78.24,55.04,0,42.11,49.71,8.19,"0.2056",0.1874
"8945","335559","NY","059",256,"No","Yes","No",0,12.901,83.94,32.35,87.75,63.06,0,43.98,43.98,12.04,"0.1659",0.1495
"8946","335560","NY","047",200,"No","No","No",0,13.893,80.72,25.6,88.17,63.29,0,36.47,41.76,21.76,".",0.1541
"8947","335561","NY","085",300,"No","Yes","No",0,10.497,72.07,13.57,78.68,44.9,0,40.86,53.31,5.84,".",0.1461
"8948","335562","NY","051",266,"Yes","No","No",0.4,11.332,82.02,28.63,67.84,61.67,0,36.56,51.1,12.33,"0.2291",0.1971
"8951","335565","NY","021",236,"No","Yes","No",2.71,11.847,76.61,10.34,78.16,52.93,0,39.31,51.45,9.25,".",0.1931
"8952","335566","NY","089",160,"Yes","No","No",2.11,13.199,86.7,13.58,70.37,64.84,0,12.35,67.9,19.75,"0.1109",0.1735
"8954","335569","NY","055",120,"No","No","No",0,11.828,84.75,17.53,58.76,61.41,0,42.27,43.3,14.43,".",0.158
"8955","335570","NY","061",409,"No","No","No",0,12.641,85.98,33.24,84.39,68.74,0,28.77,53.28,17.95,"0.1422",0.1418
"8960","335576","NY","055",196,"No","No","No",0.76,11.722,88.42,31.62,58.12,66.41,0,25,62.93,12.07,".",0.1339
"8962","335578","NY","009",115,"Yes","No","No",0,11.705,84.68,22.55,58.82,67.62,0,28.57,47.62,23.81,".",0.1325
"8963","335579","NY","045",90,"No","Yes","No",1.18,12.877,85.41,13.75,75.31,76.32,0,34.57,45.68,19.75,".",0.2854
"8964","335581","NY","005",480,"No","Yes","No",1.69,11.538,70.1,11.58,76.17,42.86,0,41.87,43.88,14.25,"0.0828",0.1084
"8965","335582","NY","081",298,"No","Yes","No",0,9.686,64.32,7.64,66.55,44.26,0,60.73,26.55,12.73,"0.0694",0.181
"8966","335583","NY","005",200,"No","No","No",0,12.376,87.74,22.99,84.48,65.51,0,39.88,47.98,12.14,"0.1535",0.1628
"8967","335585","NY","065",92,"No","Yes","No",0,11.781,82.76,19.75,72.84,61.86,0,17.07,69.51,13.41,".",0.1176
"8970","335588","NY","053",80,"No","Yes","No",0,12.089,82.79,19.12,79.41,45.92,0,17.91,58.21,23.88,".",0.1217
"8973","335592","NY","089",159,"No","Yes","No",15.97,12.034,85.88,23.19,78.26,64.9,0,21.74,67.39,10.87,"0.2129",0.2214
"8976","335596","NY","103",120,"No","Yes","No",1.83,11.554,71.5,13.73,82.35,39.04,0,45.1,39.22,15.69,"0.1538",0.2106
"8977","335598","NY","019",80,"No","No","No",0,13.084,80.04,17.57,67.57,58.33,0,28.38,48.65,22.97,".",0.2405
"8986","335611","NY","119",183,"No","Yes","No",0,13.318,76.76,15.72,79.25,50.47,0,35.4,54.66,9.94,"0.2017",0.1673
"8987","335612","NY","093",262,"No","No","No",0,11.535,85.22,16.67,80.7,62.99,0,37.83,50.43,11.74,".",0.1376
"8988","335613","NY","027",120,"No","No","No",0,11.243,87.7,23.53,70.59,65.71,0,33.33,55.88,10.78,".",0.1184
"8993","335619","NY","089",140,"No","Yes","No",0,14.289,82.67,35.62,87.67,68.97,0,38.36,38.36,23.29,".",0.1344
"8995","335621","NY","119",296,"No","No","No",0.36,12.996,85.49,19.56,78.15,64.7,0,37.87,42.28,19.85,"0.1378",0.1412
"8996","335625","NY","047",320,"No","Yes","No",0.33,13.984,81.58,17.71,89.93,66.81,0,32.18,51.21,16.61,"0.1982",0.2113
"8997","335626","NY","047",200,"No","Yes","No",1.52,14.191,76.68,34.3,84.39,50.25,5.75,40.8,39.08,20.11,"0.1852",0.1243
"8998","335627","NY","001",300,"Yes","No","No",0.69,11.208,88.71,12.04,76.28,71.7,0,29.2,52.92,17.88,".",0.1427
"8999","335628","NY","105",146,"Yes","No","No",9.7,11.207,81.65,11.81,76.38,65.99,0,23.44,63.28,13.28,".",0.2536
"9000","335631","NY","081",220,"No","No","No",0,13.869,83.92,16.02,79.01,63.83,0,19.34,58.01,22.65,".",0.1374
"9001","335632","NY","021",120,"Yes","Yes","No",2.91,11.366,82.29,15.15,68.69,61.5,0,36.27,49.02,14.71,".",0.1976
"9003","335635","NY","037",140,"No","Yes","No",0,13.283,87.45,24.59,77.05,75.62,0,29.51,59.84,10.66,".",0.0809
"9004","335636","NY","103",100,"No","Yes","No",0,12.202,87.64,18.28,79.57,79.78,0,26.88,56.99,16.13,"0.0968",0.1781
"9006","335638","NY","029",200,"No","Yes","No",0.53,12.18,70.52,12.1,73.25,53.48,0,40.14,47.89,11.97,"0.2281",0.1795
"9011","335644","NY","005",720,"No","Yes","No",0.59,10.822,80.55,15.38,83.67,62.03,0,33.49,60.72,5.79,"0.1481",0.1529
"9012","335645","NY","015",122,"No","No","No",0,12.287,86.74,39,89,73.5,0,34.31,65.69,0,".",0.11
"9015","335649","NY","063",200,"Yes","Yes","No",2.17,12.579,85.38,21.56,74.25,63.7,0,20.96,67.66,11.38,".",0.1453
"9018","335653","NY","047",420,"No","No","No",0.98,14.086,84.32,26.1,78.57,58.83,0,25.27,47.55,27.17,"0.1582",0.158
"9019","335655","NY","071",230,"No","Yes","No",0,12.174,83.19,28.06,88.78,59.59,0,33.67,53.27,13.07,"0.1514",0.2167
"9020","335656","NY","047",240,"No","Yes","No",0,13.534,84.86,25.13,83.25,64.53,0,34.9,38.54,26.56,"0.2100",0.1735
"9024","335661","NY","003",120,"No","Yes","No",0,12.702,78.07,20.93,70.93,58.68,0,40.7,47.67,11.63,".",0.1518
"9027","335665","NY","061",679,"Yes","No","No",0.19,12.338,68.86,19.21,70.29,49.89,0,40.66,50.83,8.51,"0.1733",0.1627
"9028","335666","NY","081",120,"No","No","No",1.8,12.8,77.06,38.61,89,44.51,0,43.14,43.14,13.73,"0.2011",0.192
"9030","335668","NY","055",147,"Yes","No","No",0,12.431,83.74,23.26,78.29,64.93,0,18.75,61.72,19.53,"0.1278",0.1654
"9032","335672","NY","043",160,"No","No","No",3.4,12.421,82.25,20.45,79.55,61.36,0,22.14,60.31,17.56,".",0.1637
"9033","335673","NY","047",270,"No","Yes","No",4.31,15.691,77.2,18.06,88.99,56.82,11.45,39.38,34.07,26.55,".",0.1356
"9034","335674","NY","103",240,"Yes","Yes","No",2.43,13.133,79.1,19.17,68.91,61.11,0,32.49,50.25,17.26,".",0.0807
"9035","335675","NY","007",122,"Yes","No","No",0,11.338,87.1,30.28,84.4,65.46,0,38.53,44.95,16.51,".",0.0906
"9036","335676","NY","081",240,"No","Yes","No",1.79,10.194,66.59,6.82,63.18,40.28,0,45,44.09,10.91,".",0.2995
"9037","335677","NY","047",200,"No","Yes","No",0.54,12.693,83.64,28.74,92.22,65.87,0,40.72,52.69,6.59,"0.1735",0.1519
"9038","335678","NY","067",160,"No","Yes","No",0,12.639,88.4,25.42,81.36,69.76,0,39.83,46.61,13.56,"0.0710",0.0986
"9040","335680","NY","083",80,"Yes","No","No",1.3,12.676,90.02,16.44,75.34,78.87,0,20.27,44.59,35.14,".",0.0431
"9041","335681","NY","103",300,"No","Yes","No",0,12.886,81.64,28.81,87.71,54.08,0,39.26,54.96,5.79,"0.1686",0.1908
"9042","335682","NY","081",163,"No","Yes","No",0,10.931,67.87,8.87,72.58,55.31,0,28.8,60,11.2,".",0.1547
"9048","335690","NY","059",200,"No","Yes","No",0,13.009,87.35,17.96,77.25,61.64,0,23.35,50.9,25.75,".",0.0972
"9052","335694","NY","103",160,"No","Yes","No",73.83,11.677,84.77,29.84,82.26,62.56,0,51.18,37.8,11.02,"0.1718",0.1606
"9053","335695","NY","005",200,"No","Yes","No",0,14.086,80.74,13.83,78.72,56.71,0,32.28,50.79,16.93,"0.1482",0.2088
"9054","335696","NY","103",460,"No","No","No",0.69,13.693,82.74,24.94,75.82,62.05,4.27,41.71,45.48,12.81,"0.1401",0.1387
"9057","335701","NY","093",112,"No","Yes","No",0,16.831,46.36,16.33,48.98,36.15,39.8,14.29,36.73,48.98,"0.1012",0.1517
"9059","335703","NY","047",225,"No","Yes","No",0,14.083,71.18,19.37,85.86,45.13,0,39.79,50.26,9.95,"0.1771",0.2209
"9060","335704","NY","057",120,"No","Yes","No",2.68,11.973,80.09,17,65,46.49,0,33.67,47.96,18.37,".",0.1221
"9064","335711","NY","115",88,"No","Yes","No",0,12.71,82.85,17.81,78.08,63.33,0,45.21,21.92,32.88,"0.0763",0.1491
"9065","335713","NY","067",120,"No","No","No",0,12.543,86.1,14.29,81.63,63.09,0,29.7,57.43,12.87,".",0.1872
"9070","335720","NY","047",380,"No","Yes","No",0,12.584,75.83,16.67,83.04,48.89,0,31.45,56.08,12.46,"0.1548",0.1281
"9073","335724","NY","081",320,"No","No","No",2.99,16.633,69.83,12.45,69.65,51.59,29.18,26.46,29.96,43.58,"0.1886",0.1846
"9079","335734","NY","087",180,"No","Yes","No",0,14.26,78.77,16.18,80.15,55.24,6.57,39.42,40.88,19.71,"0.1494",0.1429
"9081","335737","NY","081",215,"No","Yes","No",0,12.065,70.43,11.05,71.27,35.5,0,35.91,51.93,12.15,".",0.1589
"9082","335738","NY","081",280,"No","Yes","No",2.94,12.293,71.53,5.58,62.4,44.05,0,25.4,61.9,12.7,"0.1979",0.1219
"9085","335744","NY","005",240,"No","Yes","No",0,11.72,71.4,6.25,70.62,42.55,0,20.1,72.68,7.22,".",0.2118
"9089","335748","NY","047",200,"No","No","No",1.04,13.119,83.94,22.22,81.11,57.71,0,26.11,57.78,16.11,"0.2260",0.1786
"9090","335750","NY","027",160,"No","No","No",0.68,11.982,80.21,22.46,84.78,54.57,0,27.94,47.79,24.26,".",0.1355
"9092","335752","NY","029",172,"No","Yes","No",1.22,12.669,86.6,27.41,87.41,65.39,0,30.37,60,9.63,".",0.1208
"9093","335753","NY","005",240,"No","No","No",0,9.8,65.38,8.54,61.31,34.56,0,56.57,37.37,6.06,"0.3245",0.221
"9096","335756","NY","103",162,"No","Yes","No",0.69,12.552,85.46,22.31,83.08,70,0,37.12,50,12.88,"0.1875",0.1656
"9097","335757","NY","029",192,"Yes","Yes","No",0,12.169,87.53,14.19,70.95,63.17,0,23.18,63.58,13.25,".",0.1493
"9098","335758","NY","103",350,"No","No","No",0,12.768,85.76,24.46,65.02,8.16,0,31.68,51.24,17.08,".",0.1507
"9099","335759","NY","017",80,"No","Yes","No",0,10.413,81.5,26.98,84.13,61.31,0,41.18,39.71,19.12,".",0.1874
"9101","335761","NY","103",180,"No","Yes","No",0,12.283,81.88,20,93.57,60.69,0,32.39,60.56,7.04,".",0.1051
"9103","335763","NY","005",200,"No","No","No",0,12.426,82.13,20.72,88.29,66.25,0,14.41,52.25,33.33,"0.1763",0.3043
"9104","335764","NY","067",160,"Yes","No","No",0,11.784,87.01,12.77,70.92,67.5,0,25.69,52.08,22.22,".",0.0696
"9105","335765","NY","111",258,"No","Yes","No",1.96,11.79,85.27,20.61,63.6,67.33,0,31.1,56.94,11.96,"0.0963",0.1776
"9106","335766","NY","021",120,"No","No","No",0,11.873,84.04,17.71,81.25,63.03,0,25,58.33,16.67,".",0.1872
"9107","335767","NY","001",160,"Yes","No","No",0,12.297,86.07,22.31,72.73,61.86,0,24.05,60.76,15.19,"0.1619",0.1925
"9109","335769","NY","055",120,"No","No","No",0,12.26,86.62,12.04,62.04,66.06,0,19.44,70.37,10.19,".",0.1556
"9110","335770","NY","081",250,"No","No","No",0,11.415,79.94,9.76,81.46,7.79,0,42.44,45.37,12.2,".",0.1832
"9111","335771","NY","005",205,"No","Yes","No",0.49,12.866,83.84,21.28,78.72,64.16,0,29.79,45.21,25,"0.1330",0.1412
"9112","335772","NY","085",300,"No","Yes","No",1.08,10.664,58.5,9.54,58.78,36.04,6.49,51.72,39.08,9.2,"0.1768",0.1151
"9113","335774","NY","091",120,"Yes","No","No",0,12.504,87.03,26,81,64.94,0,22.22,62.63,15.15,".",0.1504
"9114","335775","NY","005",199,"No","Yes","No",1.05,13.449,66.73,9.74,74.03,51.55,11.95,29.56,50.31,20.13,"0.1654",0.1377
"9116","335778","NY","055",145,"No","No","No",0,12.234,69.43,9.76,64.23,60,13.33,43.09,43.09,13.82,"0.1749",0.1893
"9117","335779","NY","047",288,"No","Yes","No",2.54,13.373,78.8,15.26,85.94,57.93,0,35.06,47.41,17.53,"0.2194",0.1741
"9119","335782","NY","103",180,"Yes","Yes","No",0,13.425,87.01,19.33,80.67,59.2,0,31.13,51.66,17.22,"0.1499",0.1494
"9120","335784","NY","071",120,"No","No","No",0,12.517,84.88,15.22,70.65,66.67,0,25.84,58.43,15.73,".",0.1809
"9121","335785","NY","011",80,"No","No","Yes",0,12.466,89.26,23.53,86.76,69.23,0,23.53,54.41,22.06,"0.1764",0.145
"9122","335786","NY","055",122,"Yes","No","No",0,12.695,83.62,12.39,63.72,61.85,0,28.32,59.29,12.39,".",0.1965
"9123","335787","NY","059",280,"Yes","Yes","No",0.38,12.898,78.33,20.24,87.04,54.71,0,37.5,51.61,10.89,"0.1602",0.1609
"9127","335791","NY","081",280,"No","Yes","No",0,13.284,81.6,19.91,82.87,67.96,0,41.67,46.3,12.04,"0.1715",0.1335
"9128","335792","NY","061",320,"No","Yes","No",16.18,12.935,78.36,16.78,86.41,52.42,0,34.03,46.53,19.44,"0.1889",0.1855
"9131","335795","NY","119",197,"No","No","No",0,10.899,88.01,24.1,81.93,66.56,0,31.14,54.49,14.37,"0.1986",0.1806
"9132","335796","NY","059",280,"No","Yes","No",2.42,13.279,85.48,20.72,89.64,63.52,4.5,31.53,51.8,16.67,"0.2019",0.1113
"9134","335798","NY","059",280,"No","Yes","No",0,14.696,78.54,16.96,82.14,57.49,11.11,29.78,35.11,35.11,".",0.1437
"9135","335799","NY","081",280,"No","Yes","No",0,13.211,87.53,18.44,84.02,71.55,0,24.18,63.52,12.3,"0.1208",0.1561
"9140","335804","NY","081",302,"No","Yes","No",0,14.2,78.15,11.63,77.13,56.27,10.08,34.5,51.16,14.34,".",0.1583
"9141","335805","NY","047",320,"No","No","No",0,12.605,79.61,25.8,87.28,63.81,0,38.89,38.54,22.57,"0.1621",0.187
"9143","335809","NY","119",160,"No","Yes","No",0,12.661,83.97,18.71,68.35,56.4,0,27.34,60.43,12.23,"0.1872",0.1585
"9144","335810","NY","027",160,"Yes","No","No",1.35,12.207,85.9,21.58,71.94,67.07,0,31.25,45.14,23.61,"0.1241",0.1489
"9145","335811","NY","047",280,"No","Yes","No",0,12.924,78.24,21.79,87.55,52.68,0,29.18,57.59,13.23,".",0.0828
"9146","335813","NY","111",280,"No","Yes","No",2.33,11.414,49.63,4.13,44.63,29.64,9.88,49.16,34.87,15.97,"0.1487",0.1783
"9147","335814","NY","081",240,"No","Yes","No",0,12.448,81.14,16.74,91.4,50,0,30.77,62.9,6.33,"0.1241",0.1032
"9149","335818","NY","103",320,"Yes","Yes","No",0,12.377,86.27,22.31,86.06,67.63,0,30.95,52.38,16.67,"0.1006",0.1101
"9150","335819","NY","059",240,"No","Yes","No",0,12.595,76.52,27.23,81.77,51.06,0,35.29,44.61,20.1,".",0.1428
"9151","335820","NY","081",280,"No","Yes","No",0,12.591,83.4,15.97,82.77,54.56,0,31.93,50,18.07,"0.1669",0.2094
"9154","335824","NY","079",160,"Yes","Yes","No",11.56,13.101,83.9,22.4,69.6,57.21,0,25.4,58.73,15.87,"0.1848",0.2093
"9156","335826","NY","047",240,"No","No","No",0,13.037,78.75,11.68,89.85,55.25,0,27.41,56.85,15.74,"0.1722",0.1669
"9157","335827","NY","027",160,"No","Yes","No",0,11.566,75.91,14.4,71.2,44.2,0,36.51,47.62,15.87,"0.1759",0.1507
"9160","335831","NY","059",280,"No","Yes","No",0.77,13.022,85.7,16.3,83.63,58.93,0,29.69,60.26,10.04,"0.1347",0.096
"9161","335832","NY","119",252,"No","No","No",0,12.05,87.12,33.33,69.05,19.71,0,32.86,51.43,15.71,".",0.1155
"9163","335834","NY","029",300,"No","No","No",0,13.568,71.75,17.51,77.04,59.79,5.06,31.58,53.44,14.98,".",0.086
"9164","335835","NY","103",120,"No","No","No",0,12.785,84.7,24.04,88.46,65.7,0,36.54,51.92,11.54,"0.2268",0.1643
"9165","335837","NY","103",188,"No","No","No",0,12.562,88.23,20.36,73.81,86.52,0,23.21,60.12,16.67,"0.1571",0.1383
"9166","335838","NY","081",280,"No","Yes","No",1.85,13.676,86.93,22.04,80,64.36,0,33.47,52.65,13.88,"0.1709",0.1693
"9168","335840","NY","103",320,"Yes","Yes","No",4.05,15.089,74.6,23.68,80.83,51.11,11.9,31.23,46.47,22.3,"0.1758",0.1453
"9170","335843","NY","063",250,"Yes","No","No",0,12.708,85.92,25.84,77.03,65.54,0,20.57,72.25,7.18,"0.1075",0.1349
"9174","335850","NY","103",280,"Yes","Yes","No",0,12.73,76.66,14.16,74.68,55.86,0,35.9,41.88,22.22,"0.1649",0.1905
